,ANO,CODCORPOLEIPL,NOMEAUTOR,TIPOAUTOR,TIPO,TIPOEMENDA,ESTRUTURALEI,CAPITULO,SECAO,SUBSECAO,ARTIGO,PARAGRAFO,INCISO,ALINEA,ITEM,DESCATEGORIA,INDGERACAOAUTOMATICA,NUMEROEMENDA,TEXTOPROPOSTOEMENDA,JUSTIFICATIVA
23194,2020,20,Cássio Andrade,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39330008,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher.
O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao
enfrentamento à violência contra a mulher.?"
23195,2020,20,Cássio Andrade,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003,§ Unico - Inclui nas prioridades e metas as metas inscritas no Apoio Financeiro para Aquisição e Distribuição de Medicamentos para Doenças Raras",N,39330017,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Apoio Financeiro para Aquisição e Distribuição de Medicamentos para Tratamento de Doenças Raras.,sendo a educação o primordial para cada nação e a civilidade contra os mais fracos
23196,2020,20,Célio Moura,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,39350007,"Parágrafo Único. Incluem entre as prioridades da administração pública federal para o exercício de 2012, as metas inscritas no Plano Nacional de Educação - PNE.","Deixar caracterizada pelo Governo como Prioridade da Administração Pública a área de Educação. A emenda visa dar prioridade para as vinte metas contidas no PNE. Fortalecer, ampliar e universalizar o acesso à Educação em suas mais múltiplos e abrangentes maneiras e modos de inserir a população nacional nas estruturas e garantias do Direito a formação educacional de elevada qualidade. Com enfoque na redução das mazelas advindas da ausência de conhecimentos, minimizando desigualdades e valorizando a inclusão, Formação Profissional e Diversidade de acesso aos ensinos."
23197,2020,20,Denis Bezerra,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39590009,Paragrafo Único.Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A presente emenda visa o comprometimento do Governo Federal em  oferecer diretrizes, metas e estratégias para a política educacional. Fomentar a qualidade da educação básica em todas as etapas e modalidades, com melhoria do fluxo escolar e da aprendizagem de modo a atingir suas metas. 
A violência contra a mulher no Brasil é um problema sério no país, estando em quinto lugar na posição de homicídios a mulheres.  Estabelecer prioridades e metas para enfrentar  a violência contra as mulheres também é umas das proposta dessa emenda."
23198,2020,20,Dr. Frederico,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39600031,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23199,2020,20,Edna Henrique,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39690008,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23200,2020,20,Eduardo Costa,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,39720011,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23201,2020,20,Margarete Coelho,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,40430002,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações  destinadas à promoção da igualdade e enfrentamento à violência contra a mulher,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher
23202,2020,20,Paula Belmonte,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,40530007,"Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas ao cumprimento integral das metas estipuladas no Plano Nacional de Educação - PNE, conforme Lei nº 13.005/2014.","O atingimento das 20 metas previstas no Plano Nacional de Educação, encontram-se muito aquém do seu cumprimento.

Diante desse insuficiente desempenho, apresento a presente emenda de texto (aditiva) como forma efetivar a previsão de políticas públicas a serem implementadas pelo Governo Federal para que sejam atingidas as referidas metas traçadas, como forma de desenvolvimento qualitativo da educação brasileira.

O cumprimento das metas traçadas no Plano Nacional de Educação deve ser prioridade de Governo."
23206,2020,20,Professora Rosa Neide,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,40610015,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,"A emenda pretende reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
É fundamental explicitar medidas de proteção e amparo em todos os instrumentos de planejamento do poder público, dada a desigualdade de gênero e o avanço de casos de violência."
23209,2020,20,Rogério Correia,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,40640009,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23210,2020,20,Talíria Petrone,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003 - Inclui entre as prioridades e metas as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam",N,40700029,"Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam.","Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher e os povos indígenas, quilombolas e povos tradicionais."
23211,2020,20,Zé Vitor,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,40770018,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem o objetivo de reincluir no PLDO 2020 previsão existente na  LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo federal. Vale ressaltar que o Poder Executivo pretende estabelecer na Lei do Plano Plurianual 2020-2023, a referida emenda já destaca as ações no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.?"
23213,2020,20,Jaques Wagner,Senador,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,Art.003-A - Possibilita a redução da meta de superávit primário até o montante gasto em GND4,N,40800005,"Art.4º A meta de resultado primário a que se refere o art. 2º poderá ser reduzida até o montante dos gastos relativos aos investimentos(GND4), cujas programações serão identificadas no projeto e na Lei Orçamentária de 2020 no grupo de natureza da despesas previsto no inciso IV do § 2º do art.6º desta lei e de dotações do minha casa minha vida previstas na loa de 2020. 

§ 1º O montante de que trata o caput abrange, na execução da Lei Orçamentária de 2020, o valor dos respectivos restos a pagar.

§ 2º A Lei Orçamentária de 2020 observará, como redutor da meta primária, o montante
constante do respectivo Projeto.","A grave crise econômica experimentada pelo país só será superada com ampliação dos investimentos públicos, que estão nos menores patamares da série histórica. A redução das despesas públicas, especialmente investimentos, leva à queda do PIB, da arrecadação e do resultado primário, criando ciclo vicioso que só poderá ser superado com priorização orçamentária dos investimentos públicos.

Os investimentos são as despesas mais impactadas pela regra fiscal pró-cíclica do resultado primário. Com a piora da situação econômica, reduz-se os investimentos, que têm forte efeito multiplicador sobre a renda. Diante da queda dos investimentos, a demanda se contrai, impactando a renda e afetando ainda mais o equilíbrio das contas públicas.

Percebe-se, pois, que a regra de resultado primário tem um comportamento altamente pró-cíclico, prejudicando a economia e, em última instância, a geração de empregos.

Em razão da EC 95, há previsão de queda de 33% nas despesas discricionárias em 2019.Para que este quadro não reduza ainda mais os investimentos públicos, é fundamental que os recursos do PAC possam ser abatidos da meta de resultado primário."
23214,2020,20,Jaques Wagner,Senador,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,40800021,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23215,2020,20,Mecias de Jesus,Senador,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,Art.003 - Inclui entre as prioridades e metas as despesas destinadas à agricultura familiar em todo o território nacional,N,40930001,"Inclua-se no art. 3º parágrafo único com a seguinte redação:
""Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as despesas destinadas à agricultura familiar em todo o território nacional.""","A emenda tem por objetivo de incluir na LDO 2020 previsão estabelecendo que dentre as prioridades da administração pública se incluirão as despesas para a agricultura familiar. Entre os objetivos específicos criar um ambiente para fortalecer a agricultura familiar nos estados, ao Distrito Federal e aos municípios, apoiar jovens, incentivar o papel das mulheres nas atividades rurais, promover a sustentabilidade e contribuir para a erradicação da fome e pobreza. Dados do último censo agropecuário demonstra que a agricultura familiar é a base da economia de 90% dos municípios brasileiros com até 20 mil habitantes. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio para o fortalecimento da agricultura familiar."
23216,2020,20,José Ricardo,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,41090021,"Parágrafo Único. Incluem entre as prioridades da administração pública federal para o exercício de 2012, as metas inscritas no Plano Nacional de Educação - PNE.",Deixar caracterizada pelo Governo como prioridade da administração pública à área de educação
23217,2020,20,José Ricardo,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,41090022,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23218,2020,20,José Ricardo,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003 - Inclui entre as prioridades e metas as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam",N,41090031,"Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam.","Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher e os povos indígenas, quilombolas e povos tradicionais."
23219,2020,20,Policial Katia Sastre,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Prioridades e Metas, Seção I, Anexo III, Segurança Pública, Educação, Enfrentamento à Violência contra a Mulher, Funcionamento Órgãos, PPA",N,41260006,"Art. 3º As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, as de Segurança Pública, as de Educação, as de enfrentamento à violência contra a mulher, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão estabelecidas na Lei do Plano Plurianual 2020-2023.","A emenda tem o objetivo de incluir na LDO 2020, dentre as prioridades da administração pública, as metas da Segurança Pública, do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher.
O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Segurança Pública, a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo Federal.
O Presidente Bolsonaro durante a campanha eleitoral de 2018 e em seu discurso de posse ressaltou como prioridades do seu mandato as ações de saúde, educação e segurança pública, inclusive com bastante ênfase no combate à corrupção e ao crime organizado. De grande relevância e com necessidade de monitoramento contínuo são, também, as ações relacionadas ao enfrentamento à violência contra a mulher."
23220,2020,20,Luiz Flávio Gomes,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,41270001,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"Esta emenda tem como finalidade priorizar e compatibilizar na lei de diretrizes orçamentárias para 2020, o disposto no Plano Nacional de Educação (PNE) e no Plano Nacional de Combate à Violência Doméstica (PNaViD).
O Plano Nacional de Educação (PNE) aprovado pela Lei nº 13.005, de 25 de junho de 2014 que constitui um marco fundamental para as políticas públicas brasileiras. O PNE conferiu ao País um horizonte para o qual os esforços dos entes federativos e da sociedade civil devem convergir com a finalidade de consolidar um sistema educacional capaz de concretizar o direito à educação em sua integralidade, dissolvendo as barreiras para o acesso e a permanência, reduzindo as desigualdades, promovendo os direitos humanos e garantindo a formação para o trabalho e para o exercício autônomo da cidadania.
A concretização do direito à educação, consagrado pela Constituição Federal de 1988 e por outros instrumentos legais, como a Lei de Diretrizes e Bases da Educação Nacional ? LDB (Lei nº 9.394, de 20 de dezembro de 1996), perpassa pela garantia de que todos os cidadãos tenham oportunidades de acessar as instituições escolares e que encontrem nelas as condições propícias para concluir, na idade certa, suas etapas com níveis satisfatórios de aprendizagem.
O Plano Nacional de Combate à Violência Doméstica (PNaViD) é o conjunto de princípios, diretrizes e objetivos que condicionará a estratégia de combate à violência doméstica a ser implementada pelos três níveis de governo, de forma integrada e coordenada.
As ações têm por objetivo a preservação da vida e incolumidade física das pessoas; a manutenção da ordem pública; o enfrentamento e prevenção à violência doméstica; o apoio às pessoas vitimadas, inclusive com a criação de estruturas de apoio e de atendimento; a condenação e recuperação dos agressores; a qualificação dos profissionais que lidam com o fenômeno; e o engajamento da sociedade, a transparência e publicidade das boas práticas.
Conforme o decreto nº 9.586, de 27 de novembro de 2018, que institui o sistema nacional de políticas para as mulheres e o plano nacional de combate à violência doméstica, ?o PNaViD deve integrar-se às demais políticas em curso, especialmente aquelas cujos desenvolvimentos impactarão nas ações de segurança pública, de saúde, de educação, Justiça, assistência social, assim como as demais políticas setoriais que tangenciam a equidade de gênero, tendo em vista a promoção de um ambiente sem discriminação e seguro para todos?."
23221,2020,20,Sâmia Bomfim,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,41300032,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23222,2020,20,Tabata Amaral,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,41320006,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23223,2020,20,Alessandro Vieira,Senador,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,41440006,Parágrafo único. Incluem-se entre as prioridades da administração pública federal para o exercício de 2020 as metas inscritas no Plano Nacional de Educação - PNE e as ações relativas ao enfrentamento à violência contra a mulher.,"A emenda tem por objetivo de reincluir no PLDO 2020 a previsão existente na LDO de 2019, estabelecendo que dentre as prioridades da administração pública, no exercício incluíam-se as metas do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra à mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do país apontam que a Educação e o enfrentamento à violência contra a  mulher são problemas graves e que demandam ações urgentes do Governo Federal."
23224,2020,20,Bia Cavassa,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,41450009,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23226,2020,20,Joenia Wapichana,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003 - Inclui entre as prioridades e metas as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam",N,41510006,"Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam.","Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher e os povos indígenas, quilombolas e povos tradicionais."
23227,2020,20,Natália Bonavides,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as metas inscritas no PNE",N,41630007,"Parágrafo Único. Constituem prioridades da administração pública federal para o exercício de 2020, o cumprimento das metas e estratégias inscritas no Plano Nacional de Educação - PNE.","O cumprimento das metas do Plano Nacional de Educação (PNE) encontra-se prejudicada, principalmente àquelas referentes à educação básica e ao financiamento. O PLDO enviado não aponta o cumprimento das metas como uma de suas prioridades, descumprindo o compromisso do Estado brasileiro com o desenvolvimento e melhoria da educação pública do país, razão pela qual se faz fundamental a inclusão da presente emenda."
23228,2020,20,Natália Bonavides,Deputado Federal,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Inclui nas Prioridades e Metas aquelas inscritas no PNE, combate à violência contra a mulher, PBSM e as do PPA",N,41630010,"Art. 3º  As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão as metas inscritas no Plano Nacional de Educação - PNE, as ações relativas a igualdade e ao enfrentamento à violência contra a mulher, as contidas no Plano Brasil sem Miséria - PBSM e aquelas estabelecidas na Lei do Plano Plurianual 2020-2023.","Esta emenda tem por objetivo compatibilizar a LDO/2020 com o disposto no Plano Nacional de Educação - PNE e Plano Brasil Sem Miséria - PBSM. Adicionalmente, pretende-se priorizar as ações relativas ao Programa de Igualdade e Enfrentamento à Violência contra a Mulher."
23229,2020,20,Tereza Nelma,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003, § Único - Inclui nas Prioridades e Metas as ações de enfrentamento à violência contra a mulher",N,41740006,Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à promoção da igualdade e enfrentamento à violência contra a mulher.,Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher.
23230,2020,20,Túlio Gadêlha,Deputado Federal,Texto da Lei,Aditiva,Corpo da lei,A,,,3,,,,,"Art.003 - Inclui entre as prioridades e metas as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam",N,41750013,"Inclui-se entre as prioridades da administração pública federal para o exercício de 2020 as ações destinadas à sustentabilidade dos ecossistemas naturais e dos povos indígenas, quilombolas e populações tradicionais que neles habitam.","Busca-se com a emenda reforçar o compromisso do Poder Executivo com a superação do quadro de desigualdade e violência contra a mulher e os povos indígenas, quilombolas e povos tradicionais."
23231,2020,20,Com. Seg. Pública e Comb. Crime Org,Comissão Câmara dos Deputados,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Prioridades e Metas, Seção I, Anexo III, Segurança Pública, Educação, Enfrentamento à Violência contra a Mulher, Funcionamento Órgãos, PPA",N,50010006,"Art. 3º As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, as de Segurança Pública, as de Educação, as de enfrentamento à violência contra a mulher, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão estabelecidas na Lei do Plano Plurianual 2020-2023.","A emenda tem o objetivo de incluir na LDO 2020, dentre as prioridades da administração pública, as metas da Segurança Pública, do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher.
O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Segurança Pública, a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo Federal.
O Presidente Bolsonaro durante a campanha eleitoral de 2018 e em seu discurso de posse ressaltou como prioridades do seu mandato as ações de saúde, educação e segurança pública, inclusive com bastante ênfase no combate à corrupção e ao crime organizado. De grande relevância e com necessidade de monitoramento contínuo são, também, as ações relacionadas ao enfrentamento à violência contra a mulher."
23232,2020,20,Com. Seg. Pública e Comb. Crime Org,Comissão Câmara dos Deputados,Texto da Lei,Modificativa,Corpo da lei,M,,,3,,,,,"Art.003 - Prioridades e Metas, Seção I, Anexo III, Segurança Pública, Educação, Enfrentamento à Violência contra a Mulher, Funcionamento Órgãos, PPA",N,50010013,"Art. 3º As prioridades e as metas da administração pública federal para o exercício de 2020, atendidas as despesas contidas na Seção I do Anexo III, as de Segurança Pública, as de Educação, as de enfrentamento à violência contra a mulher, e as de funcionamento dos órgãos e das entidades que integram os Orçamentos Fiscal e da Seguridade Social, serão estabelecidas na Lei do Plano Plurianual 2020-2023.","A emenda tem o objetivo de incluir na LDO 2020, dentre as prioridades da administração pública, as metas da Segurança Pública, do Plano Nacional de Educação (PNE) e as ações relativas ao enfrentamento à violência contra a mulher. O texto para 2020 não traz tal consideração, o que entendemos ser impróprio, porque as circunstâncias do País apontam que a Segurança Pública, a Educação e o enfrentamento à violência contra a mulher são problemas graves que estão ainda bem longe de serem resolvidos, demandando priorização das ações do Governo Federal. O Presidente Bolsonaro durante a campanha eleitoral de 2018 e em seu discurso de posse ressaltou como prioridades do seu mandato as ações de saúde, educação e segurança pública, inclusive com bastante ênfase no combate à corrupção e ao crime organizado. De grande relevância e com necessidade de monitoramento contínuo são, também, as ações relacionadas ao enfrentamento à violência contra a mulher."
